"lemma","discriminator","is_official","supertype","frame","distribution","pronominal_class","subject","sememe","examples","synonyms","etymology","etymological_notes","definition_type","qtq_definition","qtq_notes","qtq_gloss","eng_definition","eng_notes","eng_gloss","cmn_definition","cmn_notes","cmn_gloss","spa_definition","spa_notes","spa_gloss","fra_definition","fra_notes","fra_gloss","por_definition","por_notes","por_gloss","rus_definition","rus_notes","rus_gloss","deu_definition","deu_notes","deu_gloss","jpn_definition","jpn_notes","jpn_gloss","tgl_definition","tgl_notes","tgl_gloss","tur_definition","tur_notes","tur_gloss","pol_definition","pol_notes","pol_gloss","nld_definition","nld_notes","nld_gloss","bul_definition","bul_notes","bul_gloss","isl_definition","isl_notes","isl_gloss","lou_definition","lou_notes","lou_gloss","epo_definition","epo_notes","epo_gloss","tok_definition","tok_notes","tok_gloss","tlh_definition","tlh_notes","tlh_gloss","ithkuil-iv_definition","ithkuil-iv_notes","ithkuil-iv_gloss","votgil_definition","votgil_notes","votgil_gloss","c_definition","c_gloss","c_notes","jbo_definition","jbo_gloss","jbo_notes","langdata","qpv_definition","qpv_gloss","qpv_notes"
"chateıkao",1,"False",,"c 1x",,"hoq",,,"[]",,,,"informal",,,,"▯ are instructions / a recipe for doing ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'oFCWDUEqu', 'author': 'Machy', 'date': '2022-09-22T15:55:51.644Z', 'score': 1})}",,,
"chatoa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an adverb.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vxG_yq0ha', 'author': 'Laqme', 'date': '2022-03-09T17:25:20.561Z', 'score': 1})}",,,
"chatoame",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an adverbial phrase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'yXKwIHnsQ', 'author': 'Laqme', 'date': '2022-03-09T17:25:43.944Z', 'score': 1})}",,,
"chaı",1,"True","predicate","c","d","maq","individual","tebika","[]",,,,"informal",,,,"▯ is tea (beverage).",,"tea",,,,,,,,,,,,,,,,,,,"▯は茶／お茶（飲み物）",,,,,,"▯ çaydır. (içecek)",,,"▯ to herbata.",,,,,,,,,,,,,,,,,,"▯ li telo kasi.",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:chaı', 'author': 'official', 'date': '', 'score': 0}), 'jpn': OrderedDict({'id': '5ZFJ1hAQW', 'author': 'Laqme', 'date': '2021-10-29T14:21:41.186Z', 'score': 0}), 'tok': OrderedDict({'id': 'gwih4kIM7', 'author': 'nano', 'date': '2023-03-07T17:16:22.340Z', 'score': 0}), 'pol': OrderedDict({'id': 'utMv4PkRg6', 'author': 'jiqci', 'date': '2023-07-31T08:19:57.540Z', 'score': 0}), 'tur': OrderedDict({'id': 'dswH02nYG', 'author': 'kazoo', 'date': '2024-11-24T09:21:29.366Z', 'score': 0})}",,,
"chaı-",1,"False",,,,,,,"[]",,,,"informal",,,,"prefix: turns intransitive verb X into a verb meaning ▯ takes place in a manner described as X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '7OErbiCCr', 'author': 'seaqtaq', 'date': '2024-11-07T00:20:12.719Z', 'score': 0})}",,,
"chaıboe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is tea leaf / are tea leaves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'neYIn-hrp', 'author': 'uakci', 'date': '2022-06-24T11:44:54.378Z', 'score': 0})}",,,
"chaıbıo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a teacup.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '3jUupZrXt', 'author': 'Laqme', 'date': '2022-05-29T13:00:14.799Z', 'score': 1})}",,,
"chaıca",1,"False",,,,,,"rizube","[]",,,,"informal",,,,"▯ infuses in liquid ▯, resulting in this latter becoming a (herbal) tea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'czhWJEx-O', 'author': 'Ilmen', 'date': '2019-02-03T11:00:31.000Z', 'score': 1})}",,,
"chaıka",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a lapwing (genus Vanellus).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '4KVkuRrbe', 'author': 'jiqci', 'date': '2024-03-19T11:13:18.724Z', 'score': 0})}",,,
"chaıkafe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is coffee with tea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VbD0KbHdd', 'author': 'salarua', 'date': '2022-08-31T16:00:08.673Z', 'score': 0})}",,,
"chaıloq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is water so hot that tea can brew; ▯ is boiling hot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ASjq-kSCY', 'author': 'uakci', 'date': '2018-11-03T21:30:45.000Z', 'score': 0})}",,,
"chaınao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the barely-flavored water of nearly unbrewed tea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ocP_rpL2t', 'author': 'el', 'date': '2022-05-15T19:17:53.325Z', 'score': 0})}",,,
"chaınıu",1,"False",,"c","d","maq","individual",,"[]",,,,"informal",,,,"▯ is the tea plant / Camellia sinensis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '706m5JKgE', 'author': 'Laqme', 'date': '2019-02-03T02:21:35.000Z', 'score': 1})}",,,
"chaınıulıao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a poplar fieldcap/velvet pioppini. ▯ is Cyclocybe aegerita.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ekgFjsiZL', 'author': 'Snow', 'date': '2024-10-06T07:55:44.484Z', 'score': 0})}",,,
"chaırıaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a teahouse / tearoom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'mocCyI-ot', 'author': 'Laqme', 'date': '2024-06-05T10:25:38.727Z', 'score': 0})}",,,
"chaıtupa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a teapot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'oObqHJ4uZ', 'author': 'Laqme', 'date': '2022-05-29T13:02:28.199Z', 'score': 1})}",,,
"chaıtıaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is tea-brown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'yvFItNiL8', 'author': 'Laqme', 'date': '2022-05-09T17:07:30.128Z', 'score': 0})}",,,
"chaıtıq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a heart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Jv5NyX7Np', 'author': 'seaqtaq', 'date': '2020-02-19T02:29:54.756Z', 'score': 0})}",,,
"chaıtıqceaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ suffers from a heart condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'I_XE-Hbe6', 'author': 'seaqtaq', 'date': '2024-11-14T03:42:21.855Z', 'score': 0})}",,,
"chaıtıqseraq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ suffers a heart attack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'FzP4hBR9Q', 'author': 'jiqci', 'date': '2025-09-04T18:32:33.162Z', 'score': 0})}",,,
"che",1,"True","predicate","c 1i","d d","ho","individual","zofeni","[]",,,,"informal",,,,"▯ is someone whose occupation it is to satisfy property ▯.",,"-er",,,,,,,,,,,,,"предикат: ‘-тель’; ▯ — тот, кто занимается удовлетворением свойства ▯.",,,,,,,,,,,,,,,"▯ to ktoś, czyim zawodem/zajęciem jest spełnianie własności ▯.",,,,,,,,,,,,,,,,,,"▯ li pali e ▯.",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:che', 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': 'zG7LEk_VS', 'author': 'nano', 'date': '2023-05-23T05:29:50.178Z', 'score': 0}), 'pol': OrderedDict({'id': 'ppnN_ApE2s', 'author': 'jiqci', 'date': '2023-07-31T08:20:04.813Z', 'score': 0}), 'rus': OrderedDict({'id': 'pwjcKIrC9', 'author': 'SuperSpaceNiM', 'date': '2024-08-12T13:19:54.826Z', 'score': 0})}",,,
"chea",1,"True","predicate","c","d","maq","individual","riqawe","[]",,,,"informal",,,,"▯ is a hat.",,"hat",,,,,,,,,,,,,"▯ — шляпа, шапка, головной убор",,,,,,,,,,,,,,,"▯ to kapelucz/czapka",,,,,,,,,,,,,,,,,,"▯ li len lawa",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:chea', 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': 'nisccBP4v', 'author': 'el', 'date': '2022-10-26T18:43:57.522Z', 'score': 0}), 'pol': OrderedDict({'id': '24VpmPzn9Q', 'author': 'jiqci', 'date': '2023-07-31T08:20:04.951Z', 'score': 0}), 'rus': OrderedDict({'id': 'CwO9Vwelt', 'author': 'SuperSpaceNiM', 'date': '2024-08-15T16:53:46.235Z', 'score': 0})}",,,
"chealaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a diacritic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '-a3BC4c1o', 'author': 'Machy', 'date': '2020-02-02T09:21:00.325Z', 'score': 3})}",,,
"chealaı",2,"False",,,,,,,"[]",,,,"informal",,,,"(fork of #-a3BC4c1o) ▯ is a diacritic indicating ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'U44Q0ON-Q', 'author': 'el', 'date': '2022-03-18T19:07:06.757Z', 'score': 0})}",,,
"chealaıchea",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a circumflex diacritic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'G-_B-h_50', 'author': 'seaqtaq', 'date': '2020-02-02T16:38:24.892Z', 'score': 0})}",,,
"chealaıcıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is written with sparse tone marking. Omits diacritics for tones 1 and 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'RrMffky1X', 'author': 'Machy', 'date': '2020-02-02T09:43:14.945Z', 'score': 0})}",,,
"chealaıpaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a circumflex diacritic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'lvH7RJmVC', 'author': 'seaqtaq', 'date': '2020-02-02T16:38:50.773Z', 'score': 0})}",,,
"chealıao",1,"True","predicate","c","d","maq","individual","qocuja","[]",,,,"informal",,,,"▯ is a mushroom.",,"mushroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,"▯ to grzyb (kapeluszowy).",,,,,,,,,,,,,,,,,,"▯ li soko",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:chealıao', 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': 'Afc9xcD0R', 'author': 'el', 'date': '2022-10-26T18:44:09.050Z', 'score': 0}), 'pol': OrderedDict({'id': 'r8b0F3rNI', 'author': 'jiqci', 'date': '2023-07-31T08:20:05.082Z', 'score': 0})}",,,
"cheaq",1,"True","predicate","c c","d d","ta","free","jazega[DO,S]","[]",,,,"informal",,,,"▯ is trusty/trusted to ▯.",,"trusty",,,,,,,,,,,,,,,,,,,,,,,,,,,,"▯ jest zaufany, ufa mu ▯.",,,,,,,,,,,,,,,,,,"▯ li awen pona tawa ▯.",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:cheaq', 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': 'Qj70zkVen', 'author': 'nano', 'date': '2023-05-23T05:30:19.820Z', 'score': 0}), 'pol': OrderedDict({'id': 'q5ecsyf7ra', 'author': 'jiqci', 'date': '2023-07-31T08:20:05.211Z', 'score': 0})}",,,
"cheaqchı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ trusts that ▯ is the case.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'N7dUOE4oU', 'author': 'uakci', 'date': '2021-11-06T22:07:19.009Z', 'score': 0})}",,,
"cheaqchıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ trusts that ▯ is the case so that they can satisfy property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Sc0HzBAwR', 'author': 'uakci', 'date': '2021-11-06T22:08:13.025Z', 'score': 0})}",,,
"cheaqdoe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ can be trusted to / reliably satisfies property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'iNJjtMYGB', 'author': 'Laqme', 'date': '2023-12-30T11:01:07.597Z', 'score': 1})}",,,
"cheaqdua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ has faith in / knows they can rely on / trusts that ▯ is the case.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'gUlDzHTro', 'author': 'Laqme', 'date': '2024-12-10T15:20:51.534Z', 'score': 0})}",,,
"cheaqgı",1,"False",,,,,,"luneli","[]",,,,"informal",,,,"▯ is trustworty/reliable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'RdT14OD97', 'author': 'Ilmen', 'date': '2018-09-26T11:54:55.000Z', 'score': 0})}",,,
"cheaqhuı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is untrustworthy / unreliable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'LB2RuuE55', 'author': 'Laqme', 'date': '2024-04-29T20:45:53.358Z', 'score': 0})}",,,
"cheaqja",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ trusts / relies on ▯ to satisfy property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'llaYdi2lG', 'author': 'Laqme', 'date': '2023-12-30T11:00:48.426Z', 'score': 0})}",,,
"cheaqjuq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ earns / gains ▯'s trust.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'C098TLsb1', 'author': 'jiqci', 'date': '2025-12-14T12:39:03.410Z', 'score': 0})}",,,
"cheaqjıe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ trusts ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '78dYWuefC', 'author': 'seaqtaq', 'date': '2024-11-04T10:05:04.586Z', 'score': 0})}",,,
"cheaqkata",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a credit card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'fwETh9VmM', 'author': 'Laqme', 'date': '2023-08-15T09:37:24.045Z', 'score': 0})}",,,
"cheaqkugo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is reliable/dependable/trustworthy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'wZFMxufr5', 'author': 'robintown', 'date': '2023-05-20T05:34:31.696Z', 'score': 1})}",,,
"cheaqmaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is lovingly devoted to ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'OpblP77P6', 'author': 'Laqme', 'date': '2025-04-06T14:21:28.316Z', 'score': 0})}",,,
"cheaqpaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a close/trusted friend of ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vulJA2s9q', 'author': 'Laqme', 'date': '2025-04-19T10:50:06.017Z', 'score': 0})}",,,
"cheaqsue",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ entrusts ▯ to satisfy property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'nsOGAtZ0I', 'author': 'xorxes', 'date': '2020-06-07T01:37:49.521Z', 'score': 1})}",,,
"cheaqzua",1,"False",,"c c","d n","ho","agent",,"[]",,,,"informal",,,,"▯ betrays ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '5LWjWCkUG', 'author': 'robintown', 'date': '2021-11-06T22:17:32.316Z', 'score': 0})}",,,
"cheaqzuatao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ commits treacherous act ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Elxkza1VA', 'author': 'uakci', 'date': '2021-11-06T22:22:17.077Z', 'score': 0})}",,,
"cheatuım",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a chair.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VUcqSzwKO', 'author': 'Laqme', 'date': '2024-10-16T00:09:08.230Z', 'score': 0})}",,,
"cheatıq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a shingle/rooftile.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'dNh0YYCo3', 'author': 'jiqci', 'date': '2023-09-03T09:57:50.096Z', 'score': 0})}",,,
"cheaı",1,"False",,"c","d","ta","free",,"[]",,,,"informal",,,,"▯ is unforced / (a result of) letting things go their way / non-goal-oriented / casual / spontaneous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'NI4r74I3c', 'author': 'Laqme', 'date': '2025-03-22T00:06:18.986Z', 'score': 3})}",,,
"cheba",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is mad/crazy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'A65hFgJ26', 'author': 'Laqme', 'date': '2023-03-29T12:37:27.506Z', 'score': 2})}",,,
"chebabıao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is (being) delirious/incoherent/hysterical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'agel1V80t', 'author': 'seaqtaq', 'date': '2024-08-11T22:37:27.351Z', 'score': 0})}",,,
"chebage",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is maddening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'AtanMSdYi', 'author': 'seaqtaq', 'date': '2024-08-12T03:54:06.059Z', 'score': 0})}",,,
"chebanhe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the case to a ridiculous / insane / ludicrous extent / going ""through the roof"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'xqmVUSWOg', 'author': 'jiqci', 'date': '2023-09-05T09:28:12.741Z', 'score': 1})}",,,
"checu",1,"False",,"c c 2xx","n n d","ta","free",,"[]",,,,"informal",,,,"▯ and ▯ satisfy relation ▯ with each other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'zhAQmft54', 'author': 'el', 'date': '2022-07-12T05:42:50.853Z', 'score': 0})}",,,
"checuo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a prankster/trickster/rascal/rapscallion/scoundrel/jester.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'qTA2oyrdk', 'author': 'lassc', 'date': '2026-03-21T12:03:43.302Z', 'score': 0})}",,,
"chedu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ tricks ▯ into satisfying property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'u5L_ZWJUf', 'author': 'uakci', 'date': '2022-11-05T12:06:49.110Z', 'score': 1})}",,,
"cheduche",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a swindler / charlatan / con man / trickster.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'mEwyF-LAe', 'author': 'Laqme', 'date': '2024-07-13T10:09:48.095Z', 'score': 0})}",,,
"cheducua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ falls for satisfying property ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '8U_vaa6of', 'author': 'TheAndSys', 'date': '2024-09-12T02:42:40.590Z', 'score': 0})}",,,
"chedude",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is deceptively beautiful; ▯is beautiful on the outside/surface but rotten to the core",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Zcgn4lIso', 'author': 'seaqtaq', 'date': '2024-07-13T10:05:12.037Z', 'score': 0})}",,,
"chedukaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an optical illusion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'pKRlj9hAL', 'author': 'Laqme', 'date': '2023-08-12T08:15:27.630Z', 'score': 0})}",,,
"chedule",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is misleading",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '657BDOkoN', 'author': 'seaqtaq', 'date': '2024-11-05T11:56:26.286Z', 'score': 0})}",,,
"chedupı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a forgery of ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'r0nLzxD1T', 'author': 'seaqtaq', 'date': '2024-11-06T09:02:26.291Z', 'score': 0})}",,,
"cheduraı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an illusion/apparition/phantasm/mirage/facade/front",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'I9oVLor6b', 'author': 'seaqtaq', 'date': '2024-08-04T22:21:21.699Z', 'score': 0})}",,,
"chedureum",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ performs stage magic / prestidigitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'BTi8uf6Z6', 'author': 'Laqme', 'date': '2023-08-12T08:12:51.174Z', 'score': 0})}",,,
"chedutao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ performs trickery/deception ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'J99yUQNc2', 'author': 'mimiaoganhaqpy', 'date': '2022-11-20T18:09:09.279Z', 'score': 0})}",,,
